0.20    0.12   0.33
0.22   -1.3    1.6
0.245  -0.1    0.85
0.265  -0.1    0.90
0.28    0.38   0.57
0.30    0.74   0.20
0.32    0.88   0.03
0.35    0.98  -0.1
0.37    1.03  -0.16
0.38    0.92  -0.05
0.40    0.91  -0.05
0.45    0.99  -0.17
0.50    0.97  -0.22
0.55    0.93  -0.23
0.60    0.88  -0.23
0.80    0.73  -0.22
1.0     0.64  -0.20
1.5     0.57  -0.21
2.0     0.48  -0.18
3.0     0.35  -0.12
5.0     0.22  -0.07
10.0    0.15  -0.07
