          92  0.552333684090657     
 -0.10693875E+01  0.30440497E-01  0.98165835E-04  0.50959227E-04 -0.99240266E-05
 -0.10254487E+01  0.32582844E-01  0.10202172E-03  0.52972581E-04 -0.14731979E-04
 -0.98150997E+00  0.35045431E-01  0.10607975E-03  0.55095302E-04 -0.20920406E-04
 -0.93757120E+00  0.37902680E-01  0.11034251E-03  0.57330591E-04 -0.28850026E-04
 -0.89363244E+00  0.41247189E-01  0.11480791E-03  0.59679957E-04 -0.38942533E-04
 -0.84969368E+00  0.45192129E-01  0.11946517E-03  0.62141633E-04 -0.51643690E-04
 -0.80575491E+00  0.49872403E-01  0.12429221E-03  0.64709590E-04 -0.67383250E-04
 -0.76181615E+00  0.55443596E-01  0.12924874E-03  0.67370882E-04 -0.86504737E-04
 -0.71787739E+00  0.62078080E-01  0.13427677E-03  0.70106197E-04 -0.10916216E-03
 -0.67393863E+00  0.69954251E-01  0.13928012E-03  0.72880959E-04 -0.13519572E-03
 -0.62999986E+00  0.79245888E-01  0.14414242E-03  0.75654725E-04 -0.16400893E-03
 -0.58606110E+00  0.90098008E-01  0.14869457E-03  0.78365365E-04 -0.19445051E-03
 -0.54212234E+00  0.10260762E+00  0.15275254E-03  0.80947897E-04 -0.22473181E-03
 -0.49818358E+00  0.11679486E+00  0.15611463E-03  0.83331703E-04 -0.25245007E-03
 -0.45424481E+00  0.13257855E+00  0.15859285E-03  0.85453712E-04 -0.27468018E-03
 -0.41030605E+00  0.14975656E+00  0.16007583E-03  0.87283343E-04 -0.28822794E-03
 -0.36636729E+00  0.16799679E+00  0.16058040E-03  0.88842953E-04 -0.28995097E-03
 -0.32242853E+00  0.18684225E+00  0.16032556E-03  0.90237010E-04 -0.27716374E-03
 -0.27848976E+00  0.20573267E+00  0.15979161E-03  0.91675476E-04 -0.24808529E-03
 -0.23455100E+00  0.22404128E+00  0.15975307E-03  0.93487319E-04 -0.20212499E-03
 -0.19061224E+00  0.24112321E+00  0.16126985E-03  0.96118138E-04 -0.14008797E-03
 -0.14667348E+00  0.25636964E+00  0.16562559E-03  0.10010789E-03 -0.64173092E-04
 -0.10273471E+00  0.26926171E+00  0.17422784E-03  0.10605449E-03  0.22166776E-04
 -0.58795950E-01  0.27941915E+00  0.18848877E-03  0.11457046E-03  0.11448504E-03
 -0.14857188E-01  0.28664006E+00  0.20970559E-03  0.12624026E-03  0.20766950E-03
  0.29081575E-01  0.29092974E+00  0.23898553E-03  0.14159548E-03  0.29629838E-03
  0.73020338E-01  0.29251678E+00  0.27706833E-03  0.16105025E-03  0.37582782E-03
  0.11695910E+00  0.29186369E+00  0.32518789E-03  0.18524542E-03  0.43869407E-03
  0.16089786E+00  0.28965243E+00  0.38373957E-03  0.21453127E-03  0.48383341E-03
  0.20483663E+00  0.28677090E+00  0.45349257E-03  0.24945553E-03  0.50521307E-03
  0.24877539E+00  0.28428723E+00  0.53613956E-03  0.29097587E-03  0.50269235E-03
  0.29271415E+00  0.28339863E+00  0.63348941E-03  0.34015437E-03  0.47504520E-03
  0.33665291E+00  0.28539122E+00  0.74820060E-03  0.39844846E-03  0.42326437E-03
  0.38059168E+00  0.29157563E+00  0.88369146E-03  0.46766851E-03  0.34998452E-03
  0.42453044E+00  0.30321260E+00  0.10440105E-02  0.54990710E-03  0.25956433E-03
  0.46846920E+00  0.32142348E+00  0.12335167E-02  0.64737447E-03  0.15799732E-03
  0.51240796E+00  0.34708386E+00  0.14563842E-02  0.76214193E-03  0.52922231E-04
  0.55634673E+00  0.38070379E+00  0.17158987E-02  0.89578190E-03 -0.46572090E-04
  0.60028549E+00  0.42230633E+00  0.20135973E-02  0.10489343E-02 -0.13046850E-03
  0.64422425E+00  0.47132783E+00  0.23484552E-02  0.12208973E-02 -0.18856752E-03
  0.68816301E+00  0.52657178E+00  0.27162045E-02  0.14093019E-02 -0.21183773E-03
  0.73210178E+00  0.58624820E+00  0.31090759E-02  0.16100111E-02 -0.19386716E-03
