         103   1.03597599250928     
 -0.12888058E+01  0.38755337E-01 -0.49657776E-06 -0.68769915E-04 -0.72942833E-04
 -0.12436357E+01  0.40742298E-01 -0.51237733E-06 -0.71376167E-04 -0.83953043E-04
 -0.11984656E+01  0.42923281E-01 -0.52985014E-06 -0.74158970E-04 -0.97214443E-04
 -0.11532956E+01  0.45331403E-01 -0.54957772E-06 -0.77143270E-04 -0.11336388E-03
 -0.11081255E+01  0.48008433E-01 -0.57226571E-06 -0.80357559E-04 -0.13324984E-03
 -0.10629554E+01  0.51007617E-01 -0.59909742E-06 -0.83841948E-04 -0.15801530E-03
 -0.10177854E+01  0.54397475E-01 -0.63139548E-06 -0.87639298E-04 -0.18919161E-03
 -0.97261530E+00  0.58266360E-01 -0.67909497E-06 -0.92003544E-04 -0.22872971E-03
 -0.92744523E+00  0.62730796E-01 -0.71893972E-06 -0.96364818E-04 -0.27946774E-03
 -0.88227516E+00  0.67935888E-01 -0.77701027E-06 -0.10136688E-03 -0.34393478E-03
 -0.83710509E+00  0.74065845E-01 -0.84591694E-06 -0.10681712E-03 -0.42589140E-03
 -0.79193502E+00  0.81348912E-01 -0.92454193E-06 -0.11266542E-03 -0.52916432E-03
 -0.74676495E+00  0.90059194E-01 -0.10085594E-05 -0.11876658E-03 -0.65739224E-03
 -0.70159488E+00  0.10051270E+00 -0.10886765E-05 -0.12483533E-03 -0.81326827E-03
 -0.65642481E+00  0.11305457E+00 -0.11424285E-05 -0.13024838E-03 -0.99764965E-03
 -0.61125474E+00  0.12803176E+00 -0.11641213E-05 -0.13478331E-03 -0.12074722E-02
 -0.56608467E+00  0.14575624E+00 -0.10975649E-05 -0.13699180E-03 -0.14362716E-02
 -0.52091460E+00  0.16644880E+00 -0.91738415E-06 -0.13621018E-03 -0.16710650E-02
 -0.47574454E+00  0.19018396E+00 -0.56549535E-06 -0.13104042E-03 -0.18941342E-02
 -0.43057447E+00  0.21682990E+00  0.77864086E-09 -0.12054235E-03 -0.20828209E-02
 -0.38540440E+00  0.24600604E+00  0.81675359E-06 -0.10403854E-03 -0.22123144E-02
 -0.34023433E+00  0.27706864E+00  0.18950477E-05 -0.81456676E-04 -0.22589819E-02
 -0.29506426E+00  0.30913433E+00  0.32140706E-05 -0.53543044E-04 -0.22042669E-02
 -0.24989419E+00  0.34114329E+00  0.47098381E-05 -0.21974989E-04 -0.20380904E-02
 -0.20472412E+00  0.37195289E+00  0.62762994E-05  0.10720869E-04 -0.17607254E-02
 -0.15955405E+00  0.40044448E+00  0.77730153E-05  0.41378774E-04 -0.13826913E-02
 -0.11438398E+00  0.42562309E+00  0.90412252E-05  0.66528885E-04 -0.92284261E-03
 -0.69213914E-01  0.44669503E+00  0.99252175E-05  0.82779248E-04 -0.40552435E-03
 -0.24043845E-01  0.46311775E+00  0.10294001E-04  0.87150066E-04  0.14215824E-03
  0.21126224E-01  0.47462622E+00  0.10060615E-04  0.77340815E-04  0.69221878E-03
  0.66296293E-01  0.48124546E+00  0.91960306E-05  0.51905292E-04  0.12165592E-02
  0.11146636E+00  0.48329986E+00  0.77346980E-05  0.10306954E-04  0.16869222E-02
  0.15663643E+00  0.48142537E+00  0.57708447E-05 -0.47143375E-04  0.20746389E-02
  0.20180650E+00  0.47658451E+00  0.34462015E-05 -0.11945360E-03  0.23506345E-02
