         245  0.70280021599781262     
 -0.39545700E+01 -0.39792904E-08  0.12029529E-07  0.14089082E-08 -0.20292194E-10
 -0.39233200E+01 -0.40320772E-08  0.12188917E-07  0.14253656E-08 -0.20571484E-10
 -0.38930500E+01 -0.40842313E-08  0.12346382E-07  0.14415312E-08 -0.20867162E-10
 -0.38618000E+01 -0.41391344E-08  0.12512199E-07  0.14585695E-08 -0.21182018E-10
 -0.38305500E+01 -0.41951777E-08  0.12681439E-07  0.14759321E-08 -0.21502231E-10
 -0.38002700E+01 -0.42505802E-08  0.12848755E-07  0.14930182E-08 -0.21810366E-10
 -0.37690200E+01 -0.43089400E-08  0.13024952E-07  0.15109553E-08 -0.22122450E-10
 -0.37387500E+01 -0.43666409E-08  0.13199146E-07  0.15285838E-08 -0.22452061E-10
 -0.37075000E+01 -0.44274401E-08  0.13382730E-07  0.15471941E-08 -0.22815505E-10
 -0.36762500E+01 -0.44895218E-08  0.13570202E-07  0.15661196E-08 -0.23160677E-10
 -0.36459800E+01 -0.45509290E-08  0.13755623E-07  0.15847404E-08 -0.23466504E-10
 -0.36147300E+01 -0.46156879E-08  0.13951117E-07  0.16043416E-08 -0.23842647E-10
 -0.35844500E+01 -0.46797840E-08  0.14144601E-07  0.16236420E-08 -0.24224721E-10
 -0.35532000E+01 -0.47473536E-08  0.14348607E-07  0.16440188E-08 -0.24609572E-10
 -0.35219500E+01 -0.48163999E-08  0.14557080E-07  0.16646950E-08 -0.25018626E-10
 -0.34916800E+01 -0.48847528E-08  0.14763447E-07  0.16850773E-08 -0.25364486E-10
 -0.34604300E+01 -0.49568913E-08  0.14981204E-07  0.17065434E-08 -0.25787296E-10
 -0.34301600E+01 -0.50283346E-08  0.15196838E-07  0.17277412E-08 -0.26213536E-10
 -0.33989100E+01 -0.51037194E-08  0.15424425E-07  0.17500162E-08 -0.26647236E-10
 -0.33676600E+01 -0.51808378E-08  0.15657220E-07  0.17726827E-08 -0.27083463E-10
 -0.33373800E+01 -0.52572828E-08  0.15887952E-07  0.17950798E-08 -0.27534562E-10
 -0.33061300E+01 -0.53379855E-08  0.16131544E-07  0.18186618E-08 -0.27992482E-10
 -0.32758600E+01 -0.54179689E-08  0.16372938E-07  0.18418883E-08 -0.28459616E-10
 -0.32446100E+01 -0.55024683E-08  0.16627991E-07  0.18663787E-08 -0.28937011E-10
 -0.32133600E+01 -0.55889896E-08  0.16889120E-07  0.18913259E-08 -0.29454131E-10
 -0.31830900E+01 -0.56747981E-08  0.17148091E-07  0.19159689E-08 -0.29939409E-10
 -0.31518400E+01 -0.57667662E-08  0.17425667E-07  0.19424344E-08 -0.30499656E-10
 -0.31215600E+01 -0.58568307E-08  0.17697449E-07  0.19680635E-08 -0.31032625E-10
 -0.30903100E+01 -0.59520988E-08  0.17984559E-07  0.19946273E-08 -0.31244799E-10
 -0.30590600E+01 -0.60483003E-08  0.18275239E-07  0.20221380E-08 -0.32150512E-10
 -0.30287900E+01 -0.61451399E-08  0.18567453E-07  0.20493486E-08 -0.32703703E-10
 -0.29975400E+01 -0.62476122E-08  0.18876655E-07  0.20779541E-08 -0.33325749E-10
 -0.29672700E+01 -0.63493760E-08  0.19183728E-07  0.21062653E-08 -0.33918640E-10
 -0.29360200E+01 -0.64571300E-08  0.19508823E-07  0.21360493E-08 -0.34566770E-10
 -0.29047700E+01 -0.65676921E-08  0.19842400E-07  0.21664782E-08 -0.35218011E-10
 -0.28744900E+01 -0.66776068E-08  0.20174028E-07  0.21965726E-08 -0.35869173E-10
 -0.28432400E+01 -0.67940313E-08  0.20525249E-07  0.22282505E-08 -0.36567162E-10
 -0.28129700E+01 -0.69097801E-08  0.20874435E-07  0.22595923E-08 -0.37256446E-10
 -0.27817200E+01 -0.70324808E-08  0.21244577E-07  0.22926059E-08 -0.37996322E-10
 -0.27504700E+01 -0.71585472E-08  0.21624860E-07  0.23263619E-08 -0.38743752E-10
 -0.27202000E+01 -0.72839905E-08  0.22003221E-07  0.23596818E-08 -0.39505458E-10
 -0.26889500E+01 -0.74170588E-08  0.22404612E-07  0.23948774E-08 -0.40293265E-10
 -0.26586700E+01 -0.75495827E-08  0.22804321E-07  0.24296780E-08 -0.41115032E-10
 -0.26274200E+01 -0.76902133E-08  0.23228440E-07  0.24663495E-08 -0.41967661E-10
 -0.25961700E+01 -0.78348922E-08  0.23664796E-07  0.25038718E-08 -0.42831784E-10
 -0.25659000E+01 -0.79790541E-08  0.24099546E-07  0.25409608E-08 -0.43736966E-10
 -0.25346500E+01 -0.81322160E-08  0.24561422E-07  0.25801203E-08 -0.44652074E-10
 -0.25043700E+01 -0.82849606E-08  0.25022036E-07  0.26188790E-08 -0.45606131E-10
 -0.24731200E+01 -0.84472892E-08  0.25511483E-07  0.26597424E-08 -0.46614055E-10
 -0.24418700E+01 -0.86145670E-08  0.26015854E-07  0.27015579E-08 -0.47623179E-10
 -0.24116000E+01 -0.87814987E-08  0.26519151E-07  0.27429271E-08 -0.48682220E-10
 -0.23803500E+01 -0.89591384E-08  0.27054704E-07  0.27866306E-08 -0.49770162E-10
 -0.23500800E+01 -0.91365260E-08  0.27589474E-07  0.28298638E-08 -0.50892159E-10
 -0.23188300E+01 -0.93254107E-08  0.28158898E-07  0.28755415E-08 -0.52068486E-10
 -0.22875800E+01 -0.95204095E-08  0.28746669E-07  0.29222383E-08 -0.53295266E-10
 -0.22573000E+01 -0.97154154E-08  0.29334449E-07  0.29685235E-08 -0.54523345E-10
 -0.22260500E+01 -0.99232265E-08  0.29960799E-07  0.30173949E-08 -0.55829140E-10
 -0.21957800E+01 -0.10131159E-07  0.30587478E-07  0.30658277E-08 -0.57136036E-10
 -0.21645300E+01 -0.10352975E-07  0.31255949E-07  0.31169173E-08 -0.58554869E-10
 -0.21332800E+01 -0.10582423E-07  0.31947378E-07  0.31692148E-08 -0.60022601E-10
 -0.21030100E+01 -0.10812276E-07  0.32639988E-07  0.32210631E-08 -0.61487480E-10
 -0.20717600E+01 -0.11057824E-07  0.33379808E-07  0.32757842E-08 -0.63060477E-10
 -0.20414800E+01 -0.11304102E-07  0.34121845E-07  0.33300962E-08 -0.64622686E-10
 -0.20102300E+01 -0.11567336E-07  0.34914879E-07  0.33873983E-08 -0.66350736E-10
 -0.19789800E+01 -0.11840248E-07  0.35737008E-07  0.34460404E-08 -0.68127909E-10
 -0.19487100E+01 -0.12114294E-07  0.36562528E-07  0.35041986E-08 -0.69901667E-10
 -0.19174600E+01 -0.12407755E-07  0.37446399E-07  0.35655824E-08 -0.71830235E-10
 -0.18871900E+01 -0.12702749E-07  0.38334849E-07  0.36264247E-08 -0.73776150E-10
 -0.18559400E+01 -0.13018958E-07  0.39287125E-07  0.36907147E-08 -0.75848108E-10
 -0.18246900E+01 -0.13347697E-07  0.40277052E-07  0.37565276E-08 -0.77999215E-10
 -0.17944100E+01 -0.13678816E-07  0.41274060E-07  0.38216761E-08 -0.80231508E-10
 -0.17631600E+01 -0.14034281E-07  0.42344287E-07  0.38905108E-08 -0.82589879E-10
