         200  1.893981565531348E-003
  0.25000000E+01  0.99941015E+00  0.16795397E-05 -0.34811631E-18  0.11037597E-19
  0.24723600E+01  0.99937723E+00  0.17663648E-05 -0.36610776E-18  0.75611135E-21
  0.24447200E+01  0.99934148E+00  0.18606137E-05 -0.38565026E-18 -0.28812484E-19
  0.24170900E+01  0.99930251E+00  0.19633146E-05 -0.40693443E-18 -0.10147717E-18
  0.23894500E+01  0.99925972E+00  0.20758980E-05 -0.43026255E-18 -0.49442695E-20
  0.23618100E+01  0.99921243E+00  0.22001042E-05 -0.45600924E-18 -0.73635265E-20
  0.23341700E+01  0.99915964E+00  0.23383276E-05 -0.48466236E-18 -0.93229708E-19
  0.23065300E+01  0.99909997E+00  0.24938818E-05 -0.51689836E-18  0.13036774E-20
  0.22788900E+01  0.99903144E+00  0.26714570E-05 -0.55370753E-18 -0.29573464E-19
  0.22512600E+01  0.99895124E+00  0.28777200E-05 -0.59646623E-18  0.27476399E-20
  0.22236200E+01  0.99885513E+00  0.31226238E-05 -0.64723298E-18  0.75450182E-19
  0.21959800E+01  0.99873703E+00  0.34204162E-05 -0.70894418E-18  0.71169654E-19
  0.21683400E+01  0.99858804E+00  0.37919807E-05 -0.78596453E-18  0.87620842E-19
  0.21407000E+01  0.99839524E+00  0.42676303E-05 -0.88454271E-18  0.11123188E-18
  0.21130700E+01  0.99814022E+00  0.48907356E-05 -0.10136962E-17 -0.10371791E-18
  0.20854300E+01  0.99779658E+00  0.57238215E-05 -0.11863748E-17  0.10573492E-18
  0.20577900E+01  0.99732776E+00  0.68538742E-05 -0.14205675E-17 -0.11589515E-18
  0.20301500E+01  0.99668341E+00  0.84014357E-05 -0.17413514E-17  0.82597617E-19
  0.20025100E+01  0.99579563E+00  0.10530309E-04 -0.21825631E-17  0.21168980E-18
  0.19748700E+01  0.99457459E+00  0.13458876E-04 -0.27894810E-17  0.17502284E-18
  0.19472400E+01  0.99290475E+00  0.17470527E-04 -0.36209537E-17  0.10327634E-17
  0.19196000E+01  0.99063808E+00  0.22931612E-04 -0.47527928E-17  0.53388279E-18
  0.18919600E+01  0.98759449E+00  0.30292579E-04 -0.62785066E-17  0.95471460E-18
  0.18643200E+01  0.98355853E+00  0.40098224E-04 -0.83110208E-17 -0.13268910E-17
  0.18366800E+01  0.97828208E+00  0.52983467E-04 -0.10981158E-16  0.23935383E-17
  0.18090500E+01  0.97149403E+00  0.69651670E-04 -0.14435938E-16 -0.11584772E-18
  0.17814100E+01  0.96290268E+00  0.90869597E-04 -0.18835316E-16 -0.55037946E-17
  0.17537700E+01  0.95222988E+00  0.11738282E-03 -0.24329689E-16  0.27041191E-17
  0.17261300E+01  0.93922812E+00  0.14986998E-03 -0.31063532E-16 -0.64887171E-17
  0.16984900E+01  0.92371419E+00  0.18885347E-03 -0.39143971E-16  0.84643826E-17
  0.16708500E+01  0.90560296E+00  0.23460678E-03 -0.48624802E-16  0.36356933E-17
  0.16432200E+01  0.88494649E+00  0.28704651E-03 -0.59499741E-16 -0.14365373E-16
  0.16155800E+01  0.86192593E+00  0.34574432E-03 -0.71659993E-16 -0.67240376E-17
  0.15879400E+01  0.83690511E+00  0.40978454E-03 -0.84936850E-16  0.20674913E-17
  0.15603000E+01  0.81039952E+00  0.47784709E-03 -0.99040701E-16  0.26496120E-16
  0.15326600E+01  0.78301897E+00  0.54833479E-03 -0.11365946E-15 -0.62794150E-17
  0.15050300E+01  0.75549203E+00  0.61936286E-03 -0.12837373E-15  0.17740428E-17
  0.14773900E+01  0.72853370E+00  0.68907926E-03 -0.14282150E-15  0.77376796E-17
  0.14497500E+01  0.70284090E+00  0.75572554E-03 -0.15663535E-15  0.10557187E-16
  0.14221100E+01  0.67903551E+00  0.81774508E-03 -0.16949142E-15 -0.18536029E-16
  0.13944700E+01  0.65762381E+00  0.87392461E-03 -0.18112792E-15  0.17586460E-16
  0.13668300E+01  0.63898886E+00  0.92340376E-03 -0.19138378E-15  0.37711618E-16
  0.13392000E+01  0.62340066E+00  0.96563786E-03 -0.20014172E-15  0.58382887E-17
  0.13115600E+01  0.61101267E+00  0.10003941E-02 -0.20734439E-15  0.27787480E-16
  0.12839200E+01  0.60192049E+00  0.10275766E-02 -0.21298486E-15  0.14684092E-16
  0.12562800E+01  0.59616403E+00  0.10472037E-02 -0.21704954E-15  0.27007644E-17
  0.12286400E+01  0.59375611E+00  0.10593136E-02 -0.21956848E-15  0.14017051E-16
  0.12010000E+01  0.59469806E+00  0.10639069E-02 -0.22051047E-15  0.13198723E-16
  0.11733700E+01  0.59898458E+00  0.10609154E-02 -0.21989112E-15  0.10146819E-16
