     1     1     2     2     0     0     1       0.00000E+00
     2     1     2     2     1     0     1       0.00000E+00
     3     1     2     2     1     1     1       0.00000E+00
     4     1     2     2     1     1     2       0.00000E+00
     5     1     2     2     2     0     1       0.00000E+00
     6     1     2     2     2     1     1       0.00000E+00
     7     1     2     2     2     1     2       0.00000E+00
     8     1     2     2     2     2     1       0.00000E+00
     9     1     2     2     2     2     2       0.00000E+00
    10     2     0     0     0     0     1       0.00000E+00
    11     2     0     2     1    -1     1       0.29617E+11
    12     2     0     2     1    -1     2       0.29617E+11
    13     2     0     2     1     0     1       0.29617E+11
    14     2     0     2     1     0     2       0.29617E+11
    15     2     0     2     1     1     1       0.29617E+11
    16     2     0     2     1     1     2       0.29617E+11
    17     2     0     4     2    -2     1       0.31908E+11
    18     2     0     4     2    -2     2       0.31908E+11
    19     2     0     4     2    -1     1       0.31908E+11
    20     2     0     4     2    -1     2       0.31908E+11
    21     2     0     4     2     0     1       0.31908E+11
    22     2     0     4     2     0     2       0.31908E+11
    23     2     0     4     2     1     1       0.31908E+11
    24     2     0     4     2     1     2       0.31908E+11
    25     2     0     4     2     2     1       0.31908E+11
    26     2     0     4     2     2     2       0.31908E+11
    27     2     2     2     0     0     1       0.00000E+00
    28     2     2     2     1     0     1       0.00000E+00
    29     2     2     2     1     1     1       0.00000E+00
    30     2     2     2     1     1     2       0.00000E+00
    31     2     2     2     2     0     1       0.00000E+00
    32     2     2     2     2     1     1       0.00000E+00
    33     2     2     2     2     1     2       0.00000E+00
    34     2     2     2     2     2     1       0.00000E+00
    35     2     2     2     2     2     2       0.00000E+00
    36     2     2     4     1    -1     1       0.22912E+10
    37     2     2     4     1    -1     2       0.22912E+10
    38     2     2     4     1     0     1       0.22912E+10
    39     2     2     4     1     0     2       0.22912E+10
    40     2     2     4     1     1     1       0.22912E+10
    41     2     2     4     1     1     2       0.22912E+10
    42     2     2     4     2    -2     1       0.22912E+10
    43     2     2     4     2    -2     2       0.22912E+10
