      2.50000      1.00000  2.21125e-08  1.37938e-08  1.19232e-08
      2.47990      1.00000  2.64464e-08  1.05535e-08  1.94411e-08
      2.45980      1.00000  3.27934e-08  5.28122e-09  3.10763e-08
      2.43970     0.999999  4.21145e-08 -3.02189e-09  4.89227e-08
      2.41960     0.999999  5.57956e-08 -1.57986e-08  7.60592e-08
      2.39950     0.999999  7.58171e-08 -3.51132e-08  1.16971e-07
      2.37940     0.999998  1.04982e-07 -6.38891e-08  1.78135e-07
      2.35930     0.999996  1.47222e-07 -1.06229e-07  2.68815e-07
      2.33920     0.999995  2.07996e-07 -1.67832e-07  4.02141e-07
      2.31910     0.999992  2.94810e-07 -2.56539e-07  5.96547e-07
      2.29900     0.999988  4.17887e-07 -3.83027e-07  8.77674e-07
      2.27889     0.999982  5.91002e-07 -5.61688e-07  1.28084e-06
      2.25879     0.999973  8.32534e-07 -8.11726e-07  1.85422e-06
      2.23869     0.999961  1.16674e-06 -1.15849e-06  2.66288e-06
      2.21859     0.999943  1.62529e-06 -1.63507e-06  3.79385e-06
      2.19849     0.999918  2.24913e-06 -2.28426e-06  5.36230e-06
      2.17839     0.999882  3.09051e-06 -3.16067e-06  7.51910e-06
      2.15829     0.999833  4.21547e-06 -4.33329e-06  1.04597e-05
      2.13819     0.999764  5.70635e-06 -5.88817e-06  1.44348e-05
      2.11809     0.999669  7.66462e-06 -7.93133e-06  1.97617e-05
      2.09799     0.999540  1.02137e-05 -1.05916e-05  2.68381e-05
      2.07789     0.999366  1.35015e-05 -1.40237e-05  3.61558e-05
      2.05779     0.999132  1.77030e-05 -1.84104e-05  4.83154e-05
      2.03769     0.998821  2.30221e-05 -2.39642e-05  6.40401e-05
      2.01759     0.998410  2.96917e-05 -3.09287e-05  8.41881e-05
      1.99749     0.997872  3.79735e-05 -3.95768e-05  0.000109762
      1.97739     0.997174  4.81552e-05 -5.02087e-05  0.000141911
      1.95729     0.996275  6.05451e-05 -6.31458e-05  0.000181929
      1.93719     0.995128  7.54642e-05 -7.87226e-05  0.000231239
      1.91709     0.993676  9.32357e-05 -9.72755e-05  0.000291363
      1.89698     0.991856  0.000114169 -0.000119126  0.000363876
      1.87688     0.989593  0.000138541 -0.000144561  0.000450344
      1.85678     0.986807  0.000166574 -0.000173811  0.000552230
      1.83668     0.983407  0.000198413 -0.000207022  0.000670787
      1.81658     0.979298  0.000234096 -0.000244232  0.000806926
      1.79648     0.974382  0.000273533 -0.000285337  0.000961061
      1.77638     0.968559  0.000316480 -0.000330076   0.00113295
      1.75628     0.961733  0.000362525 -0.000378012   0.00132155
      1.73618     0.953818  0.000411083 -0.000428521   0.00152487
